# ----------------------------------------
# CRS UK - GA4
# Free-form-Free-form 1
# 20250627-20250924
# ----------------------------------------

,,,,Device category,mobile,desktop,tablet,Totals
Date,Landing page,Country,Event name,Session default channel group,Active users,Active users,Active users,Active users
20250906,/cold-rooms/meat-cold-room.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250906,/cold-stores,United Kingdom,first_visit,Direct,1,0,0,1
20250906,/cold-stores,United Kingdom,first_visit,Paid Search,1,0,0,1
20250906,/cold-stores,United Kingdom,page_view,Direct,1,0,0,1
20250906,/cold-stores,United Kingdom,page_view,Paid Search,1,0,0,1
20250906,/cold-stores,United Kingdom,session_start,Direct,1,0,0,1
20250906,/cold-stores,United Kingdom,session_start,Paid Search,1,0,0,1
20250906,/get-in-touch,United Kingdom,first_visit,Paid Search,1,0,0,1
20250906,/get-in-touch,United Kingdom,info_phone_number_click,Paid Search,1,0,0,1
20250906,/get-in-touch,United Kingdom,page_view,Paid Search,1,0,0,1
20250906,/get-in-touch,United Kingdom,session_start,Paid Search,1,0,0,1
20250906,/get-in-touch,United Kingdom,user_engagement,Paid Search,1,0,0,1
20250906,/megas,United Kingdom,first_visit,Direct,1,0,0,1
20250906,/megas,United Kingdom,page_view,Direct,1,0,0,1
20250906,/megas,United Kingdom,session_start,Direct,1,0,0,1
20250906,/megas/double-mega.html,United Kingdom,page_view,Direct,1,0,0,1
20250906,/megas/double-mega.html,United Kingdom,session_start,Direct,1,0,0,1
20250906,/news/blast-chiller.html,Bahrain,first_visit,Referral,0,1,0,1
20250906,/news/blast-chiller.html,Bahrain,page_view,Referral,0,1,0,1
20250906,/news/blast-chiller.html,Bahrain,session_start,Referral,0,1,0,1
20250906,/news/walk-in-fridge.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250906,/news/walk-in-fridge.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250906,/news/walk-in-fridge.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250906,/news/warehouse-cold-storage.html,Macao,first_visit,Organic Search,0,1,0,1
20250906,/news/warehouse-cold-storage.html,Macao,page_view,Organic Search,0,1,0,1
20250906,/news/warehouse-cold-storage.html,Macao,session_start,Organic Search,0,1,0,1
20250906,/news/what-blast-freezer.html,Netherlands,first_visit,Organic Search,1,0,0,1
20250906,/news/what-blast-freezer.html,Netherlands,page_view,Organic Search,1,0,0,1
20250906,/news/what-blast-freezer.html,Netherlands,session_start,Organic Search,1,0,0,1
20250906,/news/what-blast-freezer.html,Russia,first_visit,Direct,0,1,0,1
20250906,/news/what-blast-freezer.html,Russia,page_view,Direct,0,1,0,1
20250906,/news/what-blast-freezer.html,Russia,session_start,Direct,0,1,0,1
20250906,/refrigerated-container/10ft.html,Czechia,page_view,Organic Search,1,0,0,1
20250906,/refrigerated-container/10ft.html,Czechia,session_start,Organic Search,1,0,0,1
20250906,/refrigerated-container/20ft.html,United States,page_view,Organic Search,0,1,0,1
20250906,/refrigerated-container/20ft.html,United States,session_start,Organic Search,0,1,0,1
20250906,/refrigerated-container/40ft.html,Ghana,first_visit,Organic Search,1,0,0,1
20250906,/refrigerated-container/40ft.html,Ghana,page_view,Organic Search,1,0,0,1
20250906,/refrigerated-container/40ft.html,Ghana,session_start,Organic Search,1,0,0,1
20250906,/refrigerated-container/40ft.html,United Kingdom,first_visit,Direct,1,0,0,1
20250906,/refrigerated-container/40ft.html,United Kingdom,page_view,Direct,1,0,0,1
20250906,/refrigerated-container/40ft.html,United Kingdom,session_start,Direct,1,0,0,1
20250906,/refrigerated-units-lp,United Kingdom,click,Paid Search,1,0,0,1
20250906,/refrigeration/cold-rooms/london.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250906,/refrigeration/cold-rooms/london.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250906,/refrigeration/cold-rooms/london.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250906,/refrigeration/cold-storage/manchester.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250906,/refrigeration/cold-storage/manchester.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250906,/refrigeration/cold-storage/manchester.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250906,/refrigeration/refrigerated-containers/kent.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250906,/refrigeration/refrigerated-containers/kent.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250906,/refrigeration/refrigerated-containers/kent.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250906,/refrigeration/refrigerated-containers/manchester.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250906,/refrigeration/refrigerated-containers/manchester.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250906,/refrigeration/refrigerated-containers/manchester.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250906,/refrigeration/refrigerated-storage/newcastle.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250906,/refrigeration/refrigerated-storage/newcastle.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250906,/refrigeration/refrigerated-storage/newcastle.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250906,/refrigeration/refrigerated-storage/swansea.html,United Kingdom,first_visit,Direct,0,1,0,1
20250906,/refrigeration/refrigerated-storage/swansea.html,United Kingdom,page_view,Direct,0,1,0,1
20250906,/refrigeration/refrigerated-storage/swansea.html,United Kingdom,session_start,Direct,0,1,0,1
20250906,/storage/freezer-containers.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250906,/storage/freezer-containers.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250906,/storage/freezer-containers.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,(not set),United Kingdom,session_start,Paid Search,1,0,0,1
20250907,(not set),United Kingdom,user_engagement,Paid Search,1,0,0,1
20250907,/,China,first_visit,Direct,1,0,0,1
20250907,/,China,page_view,Direct,1,0,0,1
20250907,/,China,session_start,Direct,1,0,0,1
20250907,/,Czechia,first_visit,Organic Search,0,0,1,1
20250907,/,Czechia,page_view,Organic Search,0,0,1,1
20250907,/,Czechia,session_start,Organic Search,0,0,1,1
20250907,/,United Kingdom,first_visit,Direct,0,1,0,1
20250907,/,United Kingdom,first_visit,Referral,1,0,0,1
20250907,/,United Kingdom,page_view,Direct,0,1,0,1
20250907,/,United Kingdom,page_view,Referral,1,0,0,1
20250907,/,United Kingdom,session_start,Direct,0,1,0,1
20250907,/,United Kingdom,session_start,Referral,1,0,0,1
20250907,/about/payment-methods.html,United States,first_visit,Direct,0,1,0,1
20250907,/about/payment-methods.html,United States,page_view,Direct,0,1,0,1
20250907,/about/payment-methods.html,United States,session_start,Direct,0,1,0,1
20250907,/archive/coldkit-matrix-coldrooms.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250907,/archive/coldkit-matrix-coldrooms.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250907,/archive/coldkit-matrix-coldrooms.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,/blast-freezer/20ftblastfreezer.html,Germany,first_visit,Organic Search,0,1,0,1
20250907,/blast-freezer/20ftblastfreezer.html,Germany,page_view,Organic Search,0,1,0,1
20250907,/blast-freezer/20ftblastfreezer.html,Germany,session_start,Organic Search,0,1,0,1
20250907,/blastfreezer/warehouse/southampton.html,Spain,first_visit,Organic Search,1,0,0,1
20250907,/blastfreezer/warehouse/southampton.html,Spain,page_view,Organic Search,1,0,0,1
20250907,/blastfreezer/warehouse/southampton.html,Spain,session_start,Organic Search,1,0,0,1
20250907,/case-studies/gate-gourmet.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250907,/case-studies/gate-gourmet.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250907,/case-studies/gate-gourmet.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,/cold-rooms,United Kingdom,first_visit,Organic Search,1,0,0,1
20250907,/cold-rooms,United Kingdom,page_view,Direct,1,0,0,1
20250907,/cold-rooms,United Kingdom,page_view,Organic Search,1,0,0,1
20250907,/cold-rooms,United Kingdom,session_start,Direct,1,0,0,1
20250907,/cold-rooms,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,/cold-rooms-lp,Jersey,first_visit,Paid Search,1,0,0,1
20250907,/cold-rooms-lp,Jersey,page_view,Paid Search,1,0,0,1
20250907,/cold-rooms-lp,Jersey,session_start,Paid Search,1,0,0,1
20250907,/cold-rooms-lp,Jersey,user_engagement,Paid Search,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,any_contact_form_sent,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,click,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,form_start,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,form_submit,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,info_form_submission,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,page_view,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,scroll,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,sent_main_enquiry_form,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,session_start,Cross-network,1,0,0,1
20250907,/cold-rooms-lp,United Kingdom,user_engagement,Cross-network,1,0,0,1
20250907,/cold-stores,United Kingdom,first_visit,Direct,1,0,0,1
20250907,/cold-stores,United Kingdom,page_view,Direct,1,0,0,1
20250907,/cold-stores,United Kingdom,session_start,Direct,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,any_contact_form_sent,Paid Search,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,first_visit,Paid Search,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,form_submission,Paid Search,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,page_view,Paid Search,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,scroll,Paid Search,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,sent_main_enquiry_form,Paid Search,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,session_start,Paid Search,1,0,0,1
20250907,/get-in-touch-with-crs,United Kingdom,user_engagement,Paid Search,1,0,0,1
20250907,/industry/fish-cold-storage.html,Kenya,first_visit,Organic Search,1,0,0,1
20250907,/industry/fish-cold-storage.html,Kenya,page_view,Organic Search,1,0,0,1
20250907,/industry/fish-cold-storage.html,Kenya,session_start,Organic Search,1,0,0,1
20250907,/industry/industries.html,India,page_view,Organic Search,0,1,0,1
20250907,/industry/industries.html,India,session_start,Organic Search,0,1,0,1
20250907,/news/blast-chiller.html,India,first_visit,Organic Search,0,1,0,1
20250907,/news/blast-chiller.html,India,page_view,Organic Search,0,1,0,1
20250907,/news/blast-chiller.html,India,session_start,Organic Search,0,1,0,1
20250907,/news/blast-freezing-eutectic-plates.html,United States,first_visit,Direct,0,1,0,1
20250907,/news/blast-freezing-eutectic-plates.html,United States,page_view,Direct,0,1,0,1
20250907,/news/blast-freezing-eutectic-plates.html,United States,session_start,Direct,0,1,0,1
20250907,/news/cold-storage-fruit-and-veg.html,India,first_visit,Organic Search,1,0,0,1
20250907,/news/cold-storage-fruit-and-veg.html,India,page_view,Organic Search,1,0,0,1
20250907,/news/cold-storage-fruit-and-veg.html,India,session_start,Organic Search,1,0,0,1
20250907,/news/cold-storage-fruit-and-veg.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250907,/news/cold-storage-fruit-and-veg.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250907,/news/cold-storage-fruit-and-veg.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,/news/cold-storage.html,Guatemala,first_visit,Organic Search,0,1,0,1
20250907,/news/cold-storage.html,Guatemala,page_view,Organic Search,0,1,0,1
20250907,/news/cold-storage.html,Guatemala,session_start,Organic Search,0,1,0,1
20250907,/news/vip-insulation.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250907,/news/vip-insulation.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250907,/news/vip-insulation.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250907,/news/walk-in-fridge.html,India,first_visit,Organic Search,0,1,0,1
20250907,/news/walk-in-fridge.html,India,page_view,Organic Search,0,1,0,1
20250907,/news/walk-in-fridge.html,India,session_start,Organic Search,0,1,0,1
20250907,/refrigerated-container,United Kingdom,first_visit,Direct,1,0,0,1
20250907,/refrigerated-container,United Kingdom,first_visit,Unassigned,0,1,0,1
20250907,/refrigerated-container,United Kingdom,page_view,Direct,1,0,0,1
20250907,/refrigerated-container,United Kingdom,page_view,Unassigned,0,1,0,1
20250907,/refrigerated-container,United Kingdom,session_start,Direct,1,0,0,1
20250907,/refrigerated-container,United Kingdom,session_start,Unassigned,0,1,0,1
20250907,/refrigerated-container/40ft.html,Ireland,first_visit,Organic Search,0,1,0,1
20250907,/refrigerated-container/40ft.html,Ireland,page_view,Organic Search,0,1,0,1
20250907,/refrigerated-container/40ft.html,Ireland,session_start,Organic Search,0,1,0,1
20250907,/refrigerated-container/40ft.html,United Kingdom,first_visit,Direct,1,0,0,1
20250907,/refrigerated-container/40ft.html,United Kingdom,page_view,Direct,1,0,0,1
20250907,/refrigerated-container/40ft.html,United Kingdom,session_start,Direct,1,0,0,1
20250907,/refrigerated-units-lp,United Kingdom,page_view,Paid Search,1,0,0,1
20250907,/refrigerated-units-lp,United Kingdom,scroll,Paid Search,1,0,0,1
20250907,/refrigerated-units-lp,United Kingdom,session_start,Paid Search,1,0,0,1
20250907,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,1,0,0,1
20250907,/refrigeration/cold-rooms/luton.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250907,/refrigeration/cold-rooms/luton.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250907,/refrigeration/cold-rooms/luton.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,/refrigeration/cold-storage/manchester.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250907,/refrigeration/cold-storage/manchester.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250907,/refrigeration/cold-storage/manchester.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,/services/commercial-refrigeration.html,United States,first_visit,Organic Search,0,1,0,1
20250907,/services/commercial-refrigeration.html,United States,page_view,Organic Search,0,1,0,1
20250907,/services/commercial-refrigeration.html,United States,session_start,Organic Search,0,1,0,1
20250907,/storage/meat-lockers.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250907,/storage/meat-lockers.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250907,/storage/meat-lockers.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250907,/storage/portable-refrigeration.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250907,/storage/portable-refrigeration.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250907,/storage/portable-refrigeration.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,(not set),United Kingdom,session_start,Paid Search,0,1,0,1
20250908,(not set),United Kingdom,user_engagement,Paid Search,0,1,0,1
20250908,/,China,first_visit,Direct,1,0,0,1
20250908,/,China,page_view,Direct,1,0,0,1
20250908,/,China,session_start,Direct,1,0,0,1
20250908,/,Netherlands,first_visit,Organic Search,0,1,0,1
20250908,/,Netherlands,page_view,Organic Search,0,1,0,1
20250908,/,Netherlands,session_start,Organic Search,0,1,0,1
20250908,/,Pakistan,first_visit,Organic Search,0,1,0,1
20250908,/,Pakistan,page_view,Organic Search,0,1,0,1
20250908,/,Pakistan,session_start,Organic Search,0,1,0,1
20250908,/,Poland,first_visit,Organic Search,0,1,0,1
20250908,/,Poland,page_view,Organic Search,0,1,0,1
20250908,/,Poland,session_start,Organic Search,0,1,0,1
20250908,/,United Kingdom,first_visit,Direct,0,1,0,1
20250908,/,United Kingdom,page_view,Direct,0,1,0,1
20250908,/,United Kingdom,session_start,Direct,0,1,0,1
20250908,/,United Kingdom,user_engagement,Organic Search,0,1,0,1
20250908,/,United States,page_view,Direct,0,1,0,1
20250908,/,United States,session_start,Direct,0,1,0,1
20250908,/about/what-crs-does.html,United Kingdom,first_visit,Direct,0,1,0,1
20250908,/about/what-crs-does.html,United Kingdom,page_view,Direct,0,1,0,1
20250908,/about/what-crs-does.html,United Kingdom,session_start,Direct,0,1,0,1
20250908,/archive/coldkit-matrix-coldrooms.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250908,/archive/coldkit-matrix-coldrooms.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250908,/archive/coldkit-matrix-coldrooms.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250908,/blast-freezer,Sri Lanka,first_visit,Organic Search,0,1,0,1
20250908,/blast-freezer,Sri Lanka,page_view,Organic Search,0,1,0,1
20250908,/blast-freezer,Sri Lanka,session_start,Organic Search,0,1,0,1
20250908,/blast-freezer,United Kingdom,first_visit,Organic Search,1,0,0,1
20250908,/blast-freezer,United Kingdom,page_view,Organic Search,1,0,0,1
20250908,/blast-freezer,United Kingdom,session_start,Organic Search,1,0,0,1
20250908,/blast-freezer/10ftblastfreezer.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/blast-freezer/10ftblastfreezer.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,/blast-freezer/20ftblastfreezer.html,United Kingdom,page_view,Paid Search,0,1,0,1
20250908,/blast-freezer/20ftblastfreezer.html,United Kingdom,session_start,Paid Search,0,1,0,1
20250908,/blast-freezer/20ftblastfreezer.html,United Kingdom,user_engagement,Paid Search,0,1,0,1
20250908,/blast-freezer/40ft-power-blast-25kw.html,Iran,first_visit,Organic Search,0,1,0,1
20250908,/blast-freezer/40ft-power-blast-25kw.html,Iran,page_view,Organic Search,0,1,0,1
20250908,/blast-freezer/40ft-power-blast-25kw.html,Iran,session_start,Organic Search,0,1,0,1
20250908,/blast-freezer/40ftblastfreezer.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250908,/blast-freezer/40ftblastfreezer.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250908,/blast-freezer/40ftblastfreezer.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250908,/blast-freezers-lp,United Kingdom,scroll,Paid Search,1,0,0,1
20250908,/brands/cold-kit-rooms.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250908,/brands/cold-kit-rooms.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/brands/cold-kit-rooms.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,/careers,Switzerland,first_visit,Unassigned,0,1,0,1
20250908,/careers,Switzerland,page_view,Unassigned,0,1,0,1
20250908,/careers,Switzerland,session_start,Unassigned,0,1,0,1
20250908,/cold-rooms,United Kingdom,first_visit,Direct,0,1,0,1
20250908,/cold-rooms,United Kingdom,page_view,Direct,0,1,0,1
20250908,/cold-rooms,United Kingdom,session_start,Direct,0,1,0,1
20250908,/cold-rooms-lp,United Kingdom,any_contact_form_sent,Cross-network,1,0,0,1
20250908,/cold-rooms-lp,United Kingdom,any_contact_form_sent,Paid Search,0,1,0,1
20250908,/cold-rooms-lp,United Kingdom,form_start,Cross-network,1,0,0,1
20250908,/cold-rooms-lp,United Kingdom,form_start,Paid Search,0,1,0,1
20250908,/cold-rooms-lp,United Kingdom,form_submit,Cross-network,1,0,0,1
20250908,/cold-rooms-lp,United Kingdom,form_submit,Paid Search,0,1,0,1
20250908,/cold-rooms-lp,United Kingdom,info_form_submission,Cross-network,1,0,0,1
20250908,/cold-rooms-lp,United Kingdom,info_form_submission,Paid Search,0,1,0,1
20250908,/cold-rooms-lp,United Kingdom,info_phone_number_click,Paid Search,1,0,0,1
20250908,/cold-rooms-lp,United Kingdom,sent_main_enquiry_form,Cross-network,1,0,0,1
20250908,/cold-rooms-lp,United Kingdom,sent_main_enquiry_form,Paid Search,0,1,0,1
20250908,/cold-stores,United Kingdom,first_visit,Organic Search,0,1,0,1
20250908,/cold-stores,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/cold-stores,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,/crs-cold-stores-0-0,United Kingdom,click,Email,0,1,0,1
20250908,/crs-cold-stores-0-0,United Kingdom,first_visit,Email,0,1,0,1
20250908,/crs-cold-stores-0-0,United Kingdom,page_view,Email,0,1,0,1
20250908,/crs-cold-stores-0-0,United Kingdom,session_start,Email,0,1,0,1
20250908,/crs-cold-stores-0-0,United Kingdom,user_engagement,Email,0,1,0,1
20250908,/enquiry/contactConfirm.php,United Kingdom,any_contact_form_sent,Direct,1,0,0,1
20250908,/enquiry/contactConfirm.php,United Kingdom,first_visit,Direct,1,0,0,1
20250908,/enquiry/contactConfirm.php,United Kingdom,page_view,Direct,1,0,0,1
20250908,/enquiry/contactConfirm.php,United Kingdom,sent_main_enquiry_form,Direct,1,0,0,1
20250908,/enquiry/contactConfirm.php,United Kingdom,session_start,Direct,1,0,0,1
20250908,/get-in-touch,United Kingdom,first_visit,Paid Search,0,1,0,1
20250908,/get-in-touch,United Kingdom,page_view,Paid Search,0,1,0,1
20250908,/get-in-touch,United Kingdom,session_start,Paid Search,0,1,0,1
20250908,/get-in-touch,United Kingdom,user_engagement,Paid Search,0,1,0,1
20250908,/get-in-touch-with-crs,United Kingdom,click,Paid Search,0,1,0,1
20250908,/get-in-touch-with-crs,United Kingdom,info_phone_number_click,Paid Search,1,0,0,1
20250908,/knowledge/cold-chain.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250908,/knowledge/cold-chain.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/knowledge/cold-chain.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,/megas/double-mega.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250908,/megas/double-mega.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250908,/megas/double-mega.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250908,/megas/triplemega.htmlTim,United Kingdom,any_contact_form_sent,Direct,0,1,0,1
20250908,/megas/triplemega.htmlTim,United Kingdom,page_view,Direct,0,1,0,1
20250908,/megas/triplemega.htmlTim,United Kingdom,sent_main_enquiry_form,Direct,0,1,0,1
20250908,/megas/triplemega.htmlTim,United Kingdom,session_start,Direct,0,1,0,1
20250908,/news/carbon-fibre-cold-storage.html,Poland,first_visit,Organic Search,0,1,0,1
20250908,/news/carbon-fibre-cold-storage.html,Poland,page_view,Organic Search,0,1,0,1
20250908,/news/carbon-fibre-cold-storage.html,Poland,session_start,Organic Search,0,1,0,1
20250908,/news/cold-storage-fruit-and-veg.html,South Africa,first_visit,Organic Search,0,1,0,1
20250908,/news/cold-storage-fruit-and-veg.html,South Africa,page_view,Organic Search,0,1,0,1
20250908,/news/cold-storage-fruit-and-veg.html,South Africa,session_start,Organic Search,0,1,0,1
20250908,/news/cooling-with-blast-chillers.html,India,first_visit,Organic Search,0,1,0,1
20250908,/news/cooling-with-blast-chillers.html,India,page_view,Organic Search,0,1,0,1
20250908,/news/cooling-with-blast-chillers.html,India,session_start,Organic Search,0,1,0,1
20250908,/news/index.html,United States,first_visit,Direct,0,1,0,1
20250908,/news/index.html,United States,page_view,Direct,0,1,0,1
20250908,/news/index.html,United States,session_start,Direct,0,1,0,1
20250908,/news/portable-cold-storage.html,Bangladesh,first_visit,Organic Search,0,1,0,1
20250908,/news/portable-cold-storage.html,Bangladesh,page_view,Organic Search,0,1,0,1
20250908,/news/portable-cold-storage.html,Bangladesh,session_start,Organic Search,0,1,0,1
20250908,/news/supplier-partnerships.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250908,/news/supplier-partnerships.html,United Kingdom,first_visit,Unassigned,1,0,0,1
20250908,/news/supplier-partnerships.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/news/supplier-partnerships.html,United Kingdom,page_view,Unassigned,1,0,0,1
20250908,/news/supplier-partnerships.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,/news/supplier-partnerships.html,United Kingdom,session_start,Unassigned,1,0,0,1
20250908,/news/what-blast-freezer.html,Canada,first_visit,Organic Search,0,1,0,1
20250908,/news/what-blast-freezer.html,Canada,page_view,Organic Search,0,1,0,1
20250908,/news/what-blast-freezer.html,Canada,session_start,Organic Search,0,1,0,1
20250908,/news/what-blast-freezer.html,Denmark,first_visit,Organic Search,0,1,0,1
20250908,/news/what-blast-freezer.html,Denmark,page_view,Organic Search,0,1,0,1
20250908,/news/what-blast-freezer.html,Denmark,session_start,Organic Search,0,1,0,1
20250908,/news/what-blast-freezer.html,Zimbabwe,first_visit,Organic Search,1,0,0,1
20250908,/news/what-blast-freezer.html,Zimbabwe,page_view,Organic Search,1,0,0,1
20250908,/news/what-blast-freezer.html,Zimbabwe,session_start,Organic Search,1,0,0,1
20250908,/refrigerated-container,United Kingdom,any_contact_form_sent,Organic Search,0,1,0,1
20250908,/refrigerated-container,United Kingdom,first_visit,Organic Search,0,1,0,1
20250908,/refrigerated-container,United Kingdom,sent_main_enquiry_form,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,Indonesia,first_visit,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,Indonesia,page_view,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,Indonesia,session_start,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,United Arab Emirates,first_visit,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,United Arab Emirates,page_view,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,United Arab Emirates,session_start,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,United Kingdom,any_contact_form_sent,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,United Kingdom,sent_main_enquiry_form,Organic Search,0,1,0,1
20250908,/refrigerated-container/10ft.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,/refrigerated-container/grade-a-plus-range.html,Indonesia,page_view,Organic Search,0,1,0,1
20250908,/refrigerated-container/grade-a-plus-range.html,Indonesia,session_start,Organic Search,0,1,0,1
20250908,/refrigerated-container/grade-b-range.html,United States,first_visit,Organic Search,0,1,0,1
20250908,/refrigerated-container/grade-b-range.html,United States,page_view,Organic Search,0,1,0,1
20250908,/refrigerated-container/grade-b-range.html,United States,session_start,Organic Search,0,1,0,1
20250908,/refrigerated-units-lp,United Kingdom,click,Paid Search,1,0,0,1
20250908,/refrigerated-units-lp,United Kingdom,info_phone_number_click,Paid Search,1,0,0,1
20250908,/refrigeration/cold-rooms/london.html,India,first_visit,Organic Search,0,1,0,1
20250908,/refrigeration/cold-rooms/london.html,India,page_view,Organic Search,0,1,0,1
20250908,/refrigeration/cold-rooms/london.html,India,session_start,Organic Search,0,1,0,1
20250908,/refrigeration/cold-storage/kent.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250908,/refrigeration/cold-storage/kent.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/refrigeration/cold-storage/kent.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250908,/refrigeration/cold-storage/manchester.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250908,/refrigeration/cold-storage/manchester.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250908,/refrigeration/cold-storage/manchester.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250908,/refrigeration/cold-storage/norwich.html,United Kingdom,any_contact_form_sent,Organic Search,0,1,0,1
20250908,/refrigeration/cold-storage/norwich.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250908,/refrigeration/cold-storage/norwich.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250908,/refrigeration/cold-storage/norwich.html,United Kingdom,scroll,Organic Search,0,1,0,1
